prompt_id,task_name,task_difficulty,strategy,length,specificity,vocabulary,syntax,prompt_text
490,prod_signs,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named prod_signs is required. Its purpose is to Return the sum of magnitudes with sign determined by product of signs.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
491,minPath,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called minPath that Find the minimum-value path of length k in an n×n grid.
492,minPath,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function minPath should Find the minimum-value path of length k in an n×n grid. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
493,minPath,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function minPath that Find the minimum-value path of length k in an n×n grid.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement minPath following the same pattern. Use type hints. Return the correct data type."
494,minPath,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called minPath that Find the minimum-value path of length k in an n×n grid.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
495,minPath,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named minPath is required. Its purpose is to Find the minimum-value path of length k in an n×n grid.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
496,tri,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called tri that Return the first n numbers of the Tribonacci sequence.
497,tri,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function tri should Return the first n numbers of the Tribonacci sequence. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
498,tri,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function tri that Return the first n numbers of the Tribonacci sequence.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement tri following the same pattern. Use type hints. Return the correct data type."
499,tri,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called tri that Return the first n numbers of the Tribonacci sequence.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
500,tri,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named tri is required. Its purpose is to Return the first n numbers of the Tribonacci sequence.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned. Citation If you use this dataset in your research, please cite: Nokib, T. K. (2026). Beyond Syntax: Token-Level Evidence for a New Generation of Human–LLM Programming Languages. University of Graz, Department of Computational Social Systems. [Dataset]. https://github.com/tanjim-nokib/fpl-token-study Also cite the original HumanEval benchmark: Chen, M., et al. (2021). Evaluating large language models trained on code. arXiv preprint arXiv:2107.03374."
